,Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),Cleaned_Address,Address_Mean_Price,Address_Mean_Price(USD)
183,94,2,1,1,1,Heravi,4800000000.0,160000.0,heravi,8061869565.217391,268728.98521739134
184,55,1,0,1,0,West Ferdows Boulevard,1550000000.0,51666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
185,113,2,1,1,1,Saadat Abad,7500000000.0,250000.0,saadat abad,9488759689.922482,316291.9895348837
186,71,2,1,1,1,Islamshahr,630000000.0,21000.0,islamshahr,1257423076.9230769,41914.10230769231
187,70,2,1,1,0,Dehkade Olampic,2000000000.0,66666.67,dehkade olampic,4325000000.0,144166.66777777777
188,200,3,1,1,1,Golestan,2400000000.0,80000.0,golestan,2829687500.0,94322.916875
189,106,2,1,1,1,Golestan,1100000000.0,36666.67,golestan,2829687500.0,94322.916875
190,320,4,1,1,1,Saadat Abad,24000000000.0,800000.0,saadat abad,9488759689.922482,316291.9895348837
191,114,2,1,1,1,West Pars,3820000000.0,127333.33,west pars,4376363636.363636,145878.78636363635
192,100,2,1,1,1,Punak,6000000000.0,200000.0,punak,3728304347.826087,124276.81161490682
193,122,2,1,1,1,Saadat Abad,5800000000.0,193333.33,saadat abad,9488759689.922482,316291.9895348837
194,200,2,1,1,0,Damavand,3500000000.0,116666.67,damavand,2958611111.111111,98620.37055555555
195,154,3,1,1,1,Saadat Abad,12300000000.0,410000.0,saadat abad,9488759689.922482,316291.9895348837
196,210,3,1,1,1,Pasdaran,15750000000.0,525000.0,pasdaran,9288954545.454546,309631.8181818182
197,200,3,1,1,1,East Ferdows Boulevard,11000000000.0,366666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
198,65,1,1,1,1,Southern Janatabad,3000000000.0,100000.0,southern janatabad,3178451612.903226,105948.38731182796
199,124,3,1,1,1,Pirouzi,3968000000.0,132266.67,pirouzi,2175000000.0,72499.99968253968
200,83,2,1,1,1,Republic,1909000000.0,63633.33,republic,1664750000.0,55491.665
201,270,4,1,1,1,Farmanieh,37800000000.0,1260000.0,farmanieh,20917280701.754387,697242.6898245614
202,104,2,1,1,1,East Ferdows Boulevard,5700000000.0,190000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
203,150,3,1,1,1,Zaferanieh,10490000000.0,349666.67,zaferanieh,23575148148.148148,785838.2714814814
204,103,3,1,1,1,West Ferdows Boulevard,3200000000.0,106666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
205,48,1,1,1,1,West Ferdows Boulevard,1920000000.0,64000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
206,165,3,1,1,1,Gheitarieh,12300000000.0,410000.0,gheitarieh,10745539568.345324,358184.6525179856
207,135,2,1,1,0,Gheitarieh,7400000000.0,246666.67,gheitarieh,10745539568.345324,358184.6525179856
208,86,2,1,1,1,Saadat Abad,6200000000.0,206666.67,saadat abad,9488759689.922482,316291.9895348837
209,75,2,1,1,1,East Ferdows Boulevard,2350000000.0,78333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
210,58,1,1,1,1,East Ferdows Boulevard,1850000000.0,61666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
211,125,2,1,1,1,Shahrake Gharb,21500000000.0,716666.67,shahrake gharb,11969881355.932203,398996.04508474574
212,82,2,1,1,1,Qazvin Imamzadeh Hassan,1886000000.0,62866.67,qazvin imamzadeh hassan,1559545454.5454545,51984.84909090909
213,58,2,1,1,1,Shahran,2200000000.0,73333.33,shahran,2985753846.1538463,99525.1286923077
214,101,2,1,1,1,Beryanak,2323000000.0,77433.33,beryanak,1144520000.0,38150.6668
215,90,2,1,1,1,Niavaran,6800000000.0,226666.67,niavaran,19893205882.35294,663106.8627941177
216,180,3,1,1,1,Farmanieh,20700000000.0,690000.0,farmanieh,20917280701.754387,697242.6898245614
217,132,3,1,1,1,Gheitarieh,6250000000.0,208333.33,gheitarieh,10745539568.345324,358184.6525179856
218,81,2,1,1,1,Valiasr,1863000000.0,62100.0,valiasr,2919571428.571429,97319.04857142856
219,153,3,1,1,1,Pasdaran,13000000000.0,433333.33,pasdaran,9288954545.454546,309631.8181818182
220,166,3,1,1,1,Qalandari,12500000000.0,416666.67,qalandari,7586000000.0,252866.667
221,200,3,1,1,1,Pasdaran,17000000000.0,566666.67,pasdaran,9288954545.454546,309631.8181818182
222,113,2,1,1,1,Pasdaran,8500000000.0,283333.33,pasdaran,9288954545.454546,309631.8181818182
223,100,2,1,1,1,Valiasr,2300000000.0,76666.67,valiasr,2919571428.571429,97319.04857142856
224,80,2,1,1,1,Central Janatabad,3350000000.0,111666.67,central janatabad,3488611111.111111,116287.03677777779
225,76,2,1,1,1,Jeyhoon,2000000000.0,66666.67,jeyhoon,1748100000.0,58270.00021978022
226,128,3,1,1,1,Punak,5700000000.0,190000.0,punak,3728304347.826087,124276.81161490682
227,210,3,1,1,1,Shahrake Gharb,27000000000.0,900000.0,shahrake gharb,11969881355.932203,398996.04508474574
228,140,2,1,1,1,Shahrake Gharb,12600000000.0,420000.0,shahrake gharb,11969881355.932203,398996.04508474574
229,74,2,1,1,1,Amir Bahador,1702000000.0,56733.33,amir bahador,3819750000.0,127325.0
230,75,1,1,1,1,Central Janatabad,3000000000.0,100000.0,central janatabad,3488611111.111111,116287.03677777779
231,120,2,1,1,1,Pasdaran,7500000000.0,250000.0,pasdaran,9288954545.454546,309631.8181818182
232,120,2,1,1,1,Pasdaran,7500000000.0,250000.0,pasdaran,9288954545.454546,309631.8181818182
233,85,2,1,1,1,Ekhtiarieh,5000000000.0,166666.67,ekhtiarieh,8390975609.756098,279699.18780487805
234,105,2,1,1,1,Pardis,700000000.0,23333.33,pardis,777821917.8082192,25927.39732876712
235,175,3,1,1,1,Farmanieh,15600000000.0,520000.0,farmanieh,20917280701.754387,697242.6898245614
236,170,3,1,1,1,Farmanieh,15350000000.0,511666.67,farmanieh,20917280701.754387,697242.6898245614
237,58,1,1,1,1,Ekbatan,2810000000.0,93666.67,ekbatan,3457142857.142857,115238.0942857143
238,75,2,1,1,1,Parand,395000000.0,13166.67,parand,523590551.18110234,17453.01874015748
239,160,3,1,1,1,Gheitarieh,15100000000.0,503333.33,gheitarieh,10745539568.345324,358184.6525179856
240,62,1,1,1,1,Shahran,1850000000.0,61666.67,shahran,2985753846.1538463,99525.1286923077
241,93,2,1,1,1,Rudhen,1450000000.0,48333.33,rudhen,2025818181.8181818,67527.27272727272
242,75,2,1,1,1,Islamshahr,715000000.0,23833.33,islamshahr,1257423076.9230769,41914.10230769231
243,86,2,1,1,0,Islamshahr,1200000000.0,40000.0,islamshahr,1257423076.9230769,41914.10230769231
244,120,2,1,1,1,Southern Program Organization,4260000000.0,142000.0,southern program organization,2809565217.3913045,93652.17434782608
245,95,2,1,1,1,Andisheh,1500000000.0,50000.0,andisheh,1877592771.0843372,62586.42602409639
246,70,2,1,1,0,West Ferdows Boulevard,2120000000.0,70666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
247,75,2,1,1,0,East Ferdows Boulevard,2000000000.0,66666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
248,81,2,1,0,1,Pardis,590000000.0,19666.67,pardis,777821917.8082192,25927.39732876712
249,65,1,1,1,0,West Ferdows Boulevard,1930000000.0,64333.33,west ferdows boulevard,3105744827.6068964,103524.82772413793
250,75,2,1,1,1,East Ferdows Boulevard,2730000000.0,91000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
251,106,2,1,1,0,East Ferdows Boulevard,3150000000.0,105000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
252,115,2,1,1,1,East Ferdows Boulevard,4600000000.0,153333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
253,100,2,1,1,1,Shahr-e-Ziba,3000000000.0,100000.0,shahr-e-ziba,3103889908.2568808,103462.99724770641
254,118,2,1,1,1,East Ferdows Boulevard,4500000000.0,150000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
255,116,2,1,1,1,East Ferdows Boulevard,5100000000.0,170000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
256,76,2,1,1,1,Shahr-e-Ziba,2200000000.0,73333.33,shahr-e-ziba,3103889908.2568808,103462.99724770641
257,74,2,1,1,0,East Ferdows Boulevard,2300000000.0,76666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
258,96,2,1,1,1,Saadat Abad,4500000000.0,150000.0,saadat abad,9488759689.922482,316291.9895348837
259,87,2,1,1,1,Pardis,625000000.0,20833.33,pardis,777821917.8082192,25927.39732876712
260,43,1,1,1,0,Northern Janatabad,1620000000.0,54000.0,northern janatabad,3288333333.3333335,109611.11090909092
